id,category,name,address,expected_zipcode,expected_status,expected_reason,actual_zipcode,actual_status,actual_reason,actual_normalized,actual_source,match_zip,match_status,verified,notes,seed_mode
G139,normalize,案例G139,高雄縣鳳山市光復路一段100號,830346,exact,中華郵政查詢成功,830346,exact,中華郵政查詢成功,高雄市鳳山區光復路一段100號,cache,Y,Y,pending,正規化：舊高雄縣鳳山市,post_ws
G140,normalize,案例G140,臺北縣板橋市文化路一段188號,220002,exact,中華郵政查詢成功,220002,exact,中華郵政查詢成功,新北市板橋區文化路一段188號,cache,Y,Y,pending,正規化：舊臺北縣板橋市,post_ws
G141,normalize,案例G141,台北縣中和市景平路488號,235086,exact,中華郵政查詢成功,235086,exact,中華郵政查詢成功,新北市中和區景平路488號,cache,Y,Y,pending,正規化：舊台北縣中和市,post_ws
G142,normalize,案例G142,台中縣豐原市中正路100號,420020,exact,中華郵政查詢成功,420020,exact,中華郵政查詢成功,臺中市豐原區中正路100號,cache,Y,Y,pending,正規化：舊台中縣豐原市,post_ws
G143,normalize,案例G143,台南縣永康市中華路100號,710029,exact,中華郵政查詢成功,710029,exact,中華郵政查詢成功,臺南市永康區中華路100號,cache,Y,Y,pending,正規化：舊台南縣永康市,post_ws
G144,normalize,案例G144,新竹市中華路二段100號,300002,exact,中華郵政查詢成功,300002,exact,中華郵政查詢成功,新竹市東區中華路二段100號,cache,Y,Y,pending,正規化：缺行政區（應推論東區）,post_ws
G145,normalize,案例G145,嘉義市中山路100號,600014,exact,中華郵政查詢成功,600014,exact,中華郵政查詢成功,嘉義市東區中山路100號,cache,Y,Y,pending,正規化：缺行政區（西／東區可能歧義，記結果）,post_ws
G146,normalize,案例G146,基隆市中山一路100號,203001,exact,中華郵政查詢成功,203001,exact,中華郵政查詢成功,基隆市中山區中山一路100號,cache,Y,Y,pending,正規化：缺行政區（應推論）,post_ws
G147,normalize,案例G147,臺北市大安區愛國東路216號　,106201,exact,中華郵政查詢成功,106201,exact,中華郵政查詢成功,臺北市大安區愛國東路216號,cache,Y,Y,pending,正規化：尾端空白,post_ws
G148,normalize,案例G148, 臺北市大安區愛國東路216號,106201,exact,中華郵政查詢成功,106201,exact,中華郵政查詢成功,臺北市大安區愛國東路216號,cache,Y,Y,pending,正規化：前端空白,post_ws
G149,normalize,案例G149,臺北市大安區愛國東路216號。,106201,exact,中華郵政查詢成功,106201,exact,中華郵政查詢成功,臺北市大安區愛國東路216號,cache,Y,Y,pending,正規化：句點,post_ws
G150,normalize,案例G150,臺北市大安區（愛國東路）216號,106201,exact,中華郵政查詢成功,106201,exact,中華郵政查詢成功,臺北市大安區愛國東路216號,cache,Y,Y,pending,正規化：括號,post_ws
G151,normalize,案例G151,臺北市大安區愛國東路第216號,106201,exact,中華郵政查詢成功,106201,exact,中華郵政查詢成功,臺北市大安區愛國東路216號,cache,Y,Y,pending,正規化：第N號,post_ws
G152,normalize,案例G152,臺北市信義區市府路1號,110208,exact,大宗郵件專用,110208,exact,大宗郵件專用,臺北市信義區市府路1號,bulk,Y,Y,pending,正規化：市府路,post_ws
G153,normalize,案例G153,新北市板橋區縣民大道一段1號,220054,exact,中華郵政查詢成功,220054,exact,中華郵政查詢成功,新北市板橋區縣民大道一段1號,post_ws,Y,Y,pending,正規化：縣民大道,post_ws
G154,normalize,案例G154,桃園市桃園區縣府路1號,330206,exact,中華郵政查詢成功,330206,exact,中華郵政查詢成功,桃園市桃園區縣府路1號,post_ws,Y,Y,pending,正規化：縣府路,post_ws
G155,normalize,案例G155,臺中市西屯區臺灣大道四段100號,407003,exact,中華郵政查詢成功,407003,exact,中華郵政查詢成功,臺中市西屯區臺灣大道四段100號,post_ws,Y,Y,pending,正規化：臺灣大道四段,post_ws
G156,normalize,案例G156,高雄市前鎮區成功二路100號,806043,exact,使用本地Fallback成功,806043,exact,使用本地Fallback成功,高雄市前鎮區成功二路100號,local,Y,Y,pending,正規化：成功二路,post_ws
G157,normalize,案例G157,臺南市中西區民權路二段100號,700017,exact,中華郵政查詢成功,700017,exact,中華郵政查詢成功,臺南市中西區民權路二段100號,post_ws,Y,Y,pending,正規化：民權路二段,post_ws
G158,normalize,案例G158,新竹縣竹北市莊敬東路100號,302000,district,查無對應路段,302000,district,查無對應路段,新竹縣竹北市莊敬東路100號,district,Y,Y,pending,正規化：竹北莊敬東路,post_ws
G159,normalize,案例G159,彰化縣彰化市曉陽路100號,500025,exact,中華郵政查詢成功,500025,exact,中華郵政查詢成功,彰化縣彰化市曉陽路100號,post_ws,Y,Y,pending,正規化：曉陽路,post_ws
G160,normalize,案例G160,花蓮縣花蓮市中正路100號,970001,exact,中華郵政查詢成功,970001,exact,中華郵政查詢成功,花蓮縣花蓮市中正路100號,post_ws,Y,Y,pending,正規化：花蓮中正路,post_ws
G161,needs_review,案例G161,臺北市大安區某未知小路1號,,district,查無對應路段,106000,district,查無對應路段,臺北市大安區某未知小路1號,district,,Y,pending,查無對應路段→可能行政區備援,manual
G162,needs_review,案例G162,臺中市北區虛構大道9999號,,district,查無對應路段,404000,district,查無對應路段,臺中市北區虛構大道9999號,district,,Y,pending,虛構路名,manual
G163,missing_city,案例G163,光復路157號,,not_found,缺少縣市,,not_found,缺少縣市,光復路157號,none,,Y,pending,缺縣市,manual
G164,missing_city,案例G164,中正路100號,,not_found,缺少縣市,,not_found,缺少縣市,中正路100號,none,,Y,pending,缺縣市,manual
G165,missing_road,案例G165,臺北市大安區,,district,缺少路段,106000,district,缺少路段,臺北市大安區,district,,Y,pending,缺路段,manual
G166,missing_road,案例G166,新北市板橋區,,district,缺少路段,220000,district,缺少路段,新北市板橋區,district,,Y,pending,缺路段,manual
G167,missing_road,案例G167,高雄市苓雅區,,district,缺少路段,802000,district,缺少路段,高雄市苓雅區,district,,Y,pending,缺路段,manual
G168,format_error,案例G168,這不是地址@@@,,not_found,地址格式錯誤,,not_found,缺少縣市,這不是地址@@@,none,,Y,pending,格式錯誤,manual
G169,format_error,案例G169,!!!!!!,,not_found,地址格式錯誤,,not_found,缺少縣市,!!!!!!,none,,Y,pending,格式錯誤,manual
G170,format_error,案例G170,12345,,not_found,地址格式錯誤,,not_found,缺少縣市,45,none,,Y,pending,純數字,manual
G171,blank,案例G171,,,not_found,地址格式錯誤,,not_found,地址格式錯誤,,none,,pending_manual,pending,空白地址,manual
G172,blank,案例G172,   ,,not_found,地址格式錯誤,,not_found,地址格式錯誤,,none,,pending_manual,pending,空白地址,manual
G173,house_number,案例G173,臺北市大安區愛國東路,,district,門牌無法判斷,106000,district,門牌無法判斷,臺北市大安區愛國東路,district,,Y,pending,有路無名牌,manual
G174,house_number,案例G174,臺北市信義區信義路五段,,district,門牌無法判斷,110000,district,門牌無法判斷,臺北市信義區信義路五段,district,,Y,pending,有路無名牌,manual
G175,house_number,案例G175,新北市板橋區文化路一段,,district,門牌無法判斷,220000,district,門牌無法判斷,新北市板橋區文化路一段,district,,Y,pending,有路無名牌,manual
G176,exact,案例G176,臺北市大安區忠孝東路四段45號之1,106070,exact,中華郵政查詢成功,106070,exact,中華郵政查詢成功,臺北市大安區忠孝東路四段45號,cache,Y,Y,pending,之號門牌,post_ws
G177,exact,案例G177,臺北市中山區民生東路三段100巷10號,104049,exact,使用本地Fallback成功,104049,exact,使用本地Fallback成功,臺北市中山區民生東路三段100巷10號,local,Y,Y,pending,巷弄,post_ws
G178,exact,案例G178,臺北市大安區和平東路二段96巷15弄5號,106031,exact,中華郵政查詢成功,106031,exact,中華郵政查詢成功,臺北市大安區和平東路二段96巷15弄5號,post_ws,Y,Y,pending,巷弄,post_ws
G179,exact,案例G179,新北市中和區景安路100號,235070,exact,中華郵政查詢成功,235070,exact,中華郵政查詢成功,新北市中和區景安路100號,post_ws,Y,Y,pending,景安路,post_ws
G180,exact,案例G180,新北市新店區中正路100號,231037,exact,中華郵政查詢成功,231037,exact,中華郵政查詢成功,新北市新店區中正路100號,post_ws,Y,Y,pending,新店中正,post_ws
G181,exact,案例G181,桃園市中壢區中央西路一段100號,320002,exact,中華郵政查詢成功,320002,exact,中華郵政查詢成功,桃園市中壢區中央西路一段100號,post_ws,Y,Y,pending,中央西路,post_ws
G182,exact,案例G182,臺中市南屯區文心南路100號,408024,exact,中華郵政查詢成功,408024,exact,中華郵政查詢成功,臺中市南屯區文心南路100號,post_ws,Y,Y,pending,文心南路,post_ws
G183,exact,案例G183,臺南市安南區安中路一段100號,709024,exact,中華郵政查詢成功,709024,exact,中華郵政查詢成功,臺南市安南區安中路一段100號,post_ws,Y,Y,pending,安中路,post_ws
G184,exact,案例G184,高雄市鳳山區自由路100號,830032,exact,中華郵政查詢成功,830032,exact,中華郵政查詢成功,高雄市鳳山區自由路100號,post_ws,Y,Y,pending,鳳山自由路,post_ws
G185,exact,案例G185,基隆市暖暖區暖暖街100號,205007,exact,中華郵政查詢成功,205007,exact,中華郵政查詢成功,基隆市暖暖區暖暖街100號,post_ws,Y,Y,pending,暖暖,post_ws
G186,exact,案例G186,新竹市香山區中華路五段100號,300066,exact,中華郵政查詢成功,300066,exact,中華郵政查詢成功,新竹市香山區中華路五段100號,post_ws,Y,Y,pending,香山,post_ws
G187,exact,案例G187,嘉義市東區垂楊路100號,600009,exact,中華郵政查詢成功,600009,exact,中華郵政查詢成功,嘉義市東區垂楊路100號,post_ws,Y,Y,pending,垂楊路,post_ws
G188,exact,案例G188,彰化縣彰化市辭修路100號,500019,exact,中華郵政查詢成功,500019,exact,中華郵政查詢成功,彰化縣彰化市辭修路100號,post_ws,Y,Y,pending,辭修路,post_ws
G189,exact,案例G189,南投縣草屯鎮中正路100號,542025,exact,中華郵政查詢成功,542025,exact,中華郵政查詢成功,南投縣草屯鎮中正路100號,post_ws,Y,Y,pending,草屯,post_ws
G190,exact,案例G190,雲林縣斗南鎮中山路100號,630042,exact,中華郵政查詢成功,630042,exact,中華郵政查詢成功,雲林縣斗南鎮中山路100號,post_ws,Y,Y,pending,斗南,post_ws
G191,exact,案例G191,屏東縣恆春鎮中山路100號,946002,exact,中華郵政查詢成功,946002,exact,中華郵政查詢成功,屏東縣恆春鎮中山路100號,post_ws,Y,Y,pending,恆春,post_ws
G192,exact,案例G192,宜蘭縣頭城鎮青雲路一段100號,261002,exact,中華郵政查詢成功,261002,exact,中華郵政查詢成功,宜蘭縣頭城鎮青雲路一段100號,post_ws,Y,Y,pending,頭城,post_ws
G193,exact,案例G193,花蓮縣玉里鎮中山路一段100號,981004,exact,中華郵政查詢成功,981004,exact,中華郵政查詢成功,花蓮縣玉里鎮中山路一段100號,post_ws,Y,Y,pending,玉里,post_ws
G194,exact,案例G194,臺東縣關山鎮中正路100號,956000,district,查無對應路段,956000,district,查無對應路段,臺東縣關山鎮中正路100號,district,Y,Y,pending,關山,post_ws
G195,exact,案例G195,澎湖縣湖西鄉中正路100號,885000,district,查無對應路段,885000,district,查無對應路段,澎湖縣湖西鄉中正路100號,district,Y,Y,pending,湖西,post_ws
G196,normalize,案例G196,台北市大安區忠孝東路4段45號,106070,exact,中華郵政查詢成功,106070,exact,中華郵政查詢成功,臺北市大安區忠孝東路四段45號,post_ws,Y,Y,pending,段用阿拉伯數字,post_ws
G197,normalize,案例G197,臺北市大安區忠孝東路４段４５號,106070,exact,中華郵政查詢成功,106070,exact,中華郵政查詢成功,臺北市大安區忠孝東路四段45號,cache,Y,Y,pending,全形段與門牌,post_ws
G198,needs_review,案例G198,臺北市大安區,,district,缺少路段,106000,district,缺少路段,臺北市大安區,district,,Y,pending,僅行政區,manual
G199,missing_city,案例G199,愛國東路216號,,not_found,缺少縣市,,not_found,缺少縣市,愛國東路216號,none,,Y,pending,缺縣市行政區,manual
G200,format_error,案例G200,N/A,,not_found,地址格式錯誤,,not_found,缺少縣市,N/A,none,,Y,pending,無效字串,manual
